ShipmentWeek;OutletID;BookID;Book;Units;GrossAmount
2026-W36;P025;B002;Северный экспресс;21;6720
2026-W36;P025;B003;Дом у маяка;22;7480
2026-W36;P025;B004;Игры разума;23;8280
2026-W36;P025;B005;Шёпот времени;19;7220
2026-W36;P025;B006;Дорога домой;20;8000
2026-W36;P025;B007;Новый горизонт;21;8820
2026-W36;P025;B008;История города;22;9680
2026-W36;P025;B009;Морской ветер;23;10580
2026-W36;P025;B010;Зимний свет;19;9120
2026-W36;P025;B011;Летние письма;20;10000
2026-W36;P025;B012;Семейный альбом;21;10920
2026-W36;P025;B013;Научный поиск;22;11880
2026-W36;P025;B014;Большое путешествие;23;12880
2026-W36;P025;B015;Сила привычки;19;11020
2026-W36;P025;B016;Язык чисел;20;12000
2026-W36;P025;B017;Время читать;21;13020
2026-W36;P025;B018;Открытая дверь;22;14080
2026-W36;P025;B019;Дальний берег;23;15180
2026-W36;P025;B020;Карта мира;19;12920
2026-W36;P025;B021;Садовые истории;20;14000
2026-W36;P025;B022;Точка отсчёта;21;15120
2026-W36;P025;B023;Музыка дождя;22;16280
2026-W36;P025;B024;Книга открытий;23;17480
2026-W36;P026;B001;Тихий сад;19;5700
2026-W36;P026;B002;Северный экспресс;20;6400
2026-W36;P026;B003;Дом у маяка;21;7140
2026-W36;P026;B004;Игры разума;22;7920
2026-W36;P026;B005;Шёпот времени;23;8740
2026-W36;P026;B006;Дорога домой;19;7600
2026-W36;P026;B007;Новый горизонт;20;8400
2026-W36;P026;B008;История города;21;9240
2026-W36;P026;B009;Морской ветер;22;10120
2026-W36;P026;B010;Зимний свет;23;11040
2026-W36;P026;B011;Летние письма;19;9500
2026-W36;P026;B012;Семейный альбом;20;10400
2026-W36;P026;B013;Научный поиск;21;11340
2026-W36;P026;B014;Большое путешествие;22;12320
2026-W36;P026;B015;Сила привычки;23;13340
2026-W36;P026;B016;Язык чисел;19;11400
2026-W36;P026;B017;Время читать;20;12400
2026-W36;P026;B018;Открытая дверь;21;13440
2026-W36;P026;B019;Дальний берег;22;14520
2026-W36;P026;B020;Карта мира;23;15640
2026-W36;P026;B021;Садовые истории;19;13300
2026-W36;P026;B022;Точка отсчёта;20;14400
2026-W36;P026;B023;Музыка дождя;21;15540
2026-W36;P026;B024;Книга открытий;22;16720
2026-W36;P027;B001;Тихий сад;23;6900
2026-W36;P027;B002;Северный экспресс;19;6080
2026-W36;P027;B003;Дом у маяка;20;6800
2026-W36;P027;B004;Игры разума;21;7560
2026-W36;P027;B005;Шёпот времени;22;8360
2026-W36;P027;B006;Дорога домой;23;9200
2026-W36;P027;B007;Новый горизонт;19;7980
2026-W36;P027;B008;История города;20;8800
2026-W36;P027;B009;Морской ветер;21;9660
2026-W36;P027;B010;Зимний свет;22;10560
2026-W36;P027;B011;Летние письма;23;11500
2026-W36;P027;B012;Семейный альбом;19;9880
2026-W36;P027;B013;Научный поиск;20;10800
2026-W36;P027;B014;Большое путешествие;21;11760
2026-W36;P027;B015;Сила привычки;22;12760
2026-W36;P027;B016;Язык чисел;23;13800
2026-W36;P027;B017;Время читать;19;11780
2026-W36;P027;B018;Открытая дверь;20;12800
2026-W36;P027;B019;Дальний берег;21;13860
2026-W36;P027;B020;Карта мира;22;14960
2026-W36;P027;B021;Садовые истории;23;16100
2026-W36;P027;B022;Точка отсчёта;19;13680
2026-W36;P027;B023;Музыка дождя;20;14800
2026-W36;P027;B024;Книга открытий;21;15960
2026-W36;P028;B001;Тихий сад;22;6600
2026-W36;P028;B002;Северный экспресс;23;7360
2026-W36;P028;B003;Дом у маяка;19;6460
2026-W36;P028;B004;Игры разума;20;7200
2026-W36;P028;B005;Шёпот времени;21;7980
2026-W36;P028;B006;Дорога домой;22;8800
2026-W36;P028;B007;Новый горизонт;23;9660
2026-W36;P028;B008;История города;19;8360
2026-W36;P028;B009;Морской ветер;20;9200
2026-W36;P028;B010;Зимний свет;21;10080
2026-W36;P028;B011;Летние письма;22;11000
2026-W36;P028;B012;Семейный альбом;23;11960
2026-W36;P028;B013;Научный поиск;19;10260
2026-W36;P028;B014;Большое путешествие;20;11200
2026-W36;P028;B015;Сила привычки;21;12180
2026-W36;P028;B016;Язык чисел;22;13200
2026-W36;P028;B017;Время читать;23;14260
2026-W36;P028;B018;Открытая дверь;19;12160
2026-W36;P028;B019;Дальний берег;20;13200
2026-W36;P028;B020;Карта мира;21;14280
2026-W36;P028;B021;Садовые истории;22;15400
2026-W36;P028;B022;Точка отсчёта;23;16560
2026-W36;P028;B023;Музыка дождя;19;14060
2026-W36;P028;B024;Книга открытий;20;15200
2026-W36;P029;B001;Тихий сад;21;6300
2026-W36;P029;B002;Северный экспресс;22;7040
2026-W36;P029;B003;Дом у маяка;23;7820
2026-W36;P029;B004;Игры разума;19;6840
2026-W36;P029;B005;Шёпот времени;20;7600
2026-W36;P029;B006;Дорога домой;21;8400
2026-W36;P029;B007;Новый горизонт;22;9240
2026-W36;P029;B008;История города;23;10120
2026-W36;P029;B009;Морской ветер;19;8740
2026-W36;P029;B010;Зимний свет;20;9600
2026-W36;P029;B011;Летние письма;21;10500
2026-W36;P029;B012;Семейный альбом;22;11440
2026-W36;P029;B013;Научный поиск;23;12420
2026-W36;P029;B014;Большое путешествие;19;10640
2026-W36;P029;B015;Сила привычки;20;11600
2026-W36;P029;B016;Язык чисел;21;12600
2026-W36;P029;B017;Время читать;22;13640
2026-W36;P029;B018;Открытая дверь;23;14720
2026-W36;P029;B019;Дальний берег;19;12540
2026-W36;P029;B020;Карта мира;20;13600
2026-W36;P029;B021;Садовые истории;21;14700
2026-W36;P029;B022;Точка отсчёта;22;15840
2026-W36;P029;B023;Музыка дождя;23;17020
2026-W36;P029;B024;Книга открытий;19;14440
2026-W36;P030;B001;Тихий сад;20;6000
2026-W36;P030;B002;Северный экспресс;21;6720
2026-W36;P030;B003;Дом у маяка;22;7480
2026-W36;P030;B004;Игры разума;23;8280
2026-W36;P030;B005;Шёпот времени;19;7220
2026-W36;P030;B006;Дорога домой;20;8000
2026-W36;P030;B007;Новый горизонт;21;8820
2026-W36;P030;B008;История города;22;9680
2026-W36;P030;B009;Морской ветер;23;10580
2026-W36;P030;B010;Зимний свет;19;9120
2026-W36;P030;B011;Летние письма;20;10000
2026-W36;P030;B012;Семейный альбом;21;10920
2026-W36;P030;B013;Научный поиск;22;11880
2026-W36;P030;B014;Большое путешествие;23;12880
2026-W36;P030;B015;Сила привычки;19;11020
2026-W36;P030;B016;Язык чисел;20;12000
2026-W36;P030;B017;Время читать;21;13020
2026-W36;P030;B018;Открытая дверь;22;14080
2026-W36;P030;B019;Дальний берег;23;15180
2026-W36;P030;B020;Карта мира;19;12920
2026-W36;P030;B021;Садовые истории;20;14000
2026-W36;P030;B022;Точка отсчёта;21;15120
2026-W36;P030;B023;Музыка дождя;22;16280
2026-W36;P030;B024;Книга открытий;23;17480
2026-W36;P031;B001;Тихий сад;19;5700
2026-W36;P031;B002;Северный экспресс;20;6400
2026-W36;P031;B003;Дом у маяка;21;7140
2026-W36;P031;B004;Игры разума;22;7920
2026-W36;P031;B005;Шёпот времени;23;8740
2026-W36;P031;B006;Дорога домой;19;7600
2026-W36;P031;B007;Новый горизонт;20;8400
2026-W36;P031;B008;История города;21;9240
2026-W36;P031;B009;Морской ветер;22;10120
2026-W36;P031;B010;Зимний свет;23;11040
2026-W36;P031;B011;Летние письма;19;9500
2026-W36;P031;B012;Семейный альбом;20;10400
2026-W36;P031;B013;Научный поиск;21;11340
2026-W36;P031;B014;Большое путешествие;22;12320
2026-W36;P031;B015;Сила привычки;23;13340
2026-W36;P031;B016;Язык чисел;19;11400
2026-W36;P031;B017;Время читать;20;12400
2026-W36;P031;B018;Открытая дверь;21;13440
2026-W36;P031;B019;Дальний берег;22;14520
2026-W36;P031;B020;Карта мира;23;15640
2026-W36;P031;B021;Садовые истории;19;13300
2026-W36;P031;B022;Точка отсчёта;20;14400
2026-W36;P031;B023;Музыка дождя;21;15540
2026-W36;P031;B024;Книга открытий;22;16720
2026-W36;P032;B001;Тихий сад;23;6900
2026-W36;P032;B002;Северный экспресс;19;6080
2026-W36;P032;B003;Дом у маяка;20;6800
2026-W36;P032;B004;Игры разума;21;7560
2026-W36;P032;B005;Шёпот времени;22;8360
2026-W36;P032;B006;Дорога домой;23;9200
2026-W36;P032;B007;Новый горизонт;19;7980
2026-W36;P032;B008;История города;20;8800
2026-W36;P032;B009;Морской ветер;21;9660
2026-W36;P032;B010;Зимний свет;22;10560
2026-W36;P032;B011;Летние письма;23;11500
2026-W36;P032;B012;Семейный альбом;19;9880
2026-W36;P032;B013;Научный поиск;20;10800
2026-W36;P032;B014;Большое путешествие;21;11760
2026-W36;P032;B015;Сила привычки;22;12760
2026-W36;P032;B016;Язык чисел;23;13800
2026-W36;P032;B017;Время читать;19;11780
2026-W36;P032;B018;Открытая дверь;20;12800
2026-W36;P032;B019;Дальний берег;21;13860
2026-W36;P032;B020;Карта мира;22;14960
2026-W36;P032;B021;Садовые истории;23;16100
2026-W36;P032;B022;Точка отсчёта;19;13680
2026-W36;P032;B023;Музыка дождя;20;14800
2026-W36;P032;B024;Книга открытий;21;15960
2026-W36;P033;B001;Тихий сад;22;6600
2026-W36;P033;B002;Северный экспресс;23;7360
2026-W36;P033;B003;Дом у маяка;19;6460
2026-W36;P033;B004;Игры разума;20;7200
2026-W36;P033;B005;Шёпот времени;21;7980
2026-W36;P033;B006;Дорога домой;22;8800
2026-W36;P033;B007;Новый горизонт;23;9660
2026-W36;P033;B008;История города;19;8360
2026-W36;P033;B009;Морской ветер;20;9200
2026-W36;P033;B010;Зимний свет;21;10080
2026-W36;P033;B011;Летние письма;22;11000
2026-W36;P033;B012;Семейный альбом;23;11960
2026-W36;P033;B013;Научный поиск;19;10260
2026-W36;P033;B014;Большое путешествие;20;11200
2026-W36;P033;B015;Сила привычки;21;12180
2026-W36;P033;B016;Язык чисел;22;13200
2026-W36;P033;B017;Время читать;23;14260
2026-W36;P033;B018;Открытая дверь;19;12160
2026-W36;P033;B019;Дальний берег;20;13200
2026-W36;P033;B020;Карта мира;21;14280
2026-W36;P033;B021;Садовые истории;22;15400
2026-W36;P033;B022;Точка отсчёта;23;16560
2026-W36;P033;B023;Музыка дождя;19;14060
2026-W36;P033;B024;Книга открытий;20;15200
2026-W36;P034;B001;Тихий сад;21;6300
2026-W36;P034;B002;Северный экспресс;22;7040
2026-W36;P034;B003;Дом у маяка;23;7820
2026-W36;P034;B004;Игры разума;19;6840
2026-W36;P034;B005;Шёпот времени;20;7600
2026-W36;P034;B006;Дорога домой;21;8400
2026-W36;P034;B007;Новый горизонт;22;9240
2026-W36;P034;B008;История города;23;10120
2026-W36;P034;B009;Морской ветер;19;8740
2026-W36;P034;B010;Зимний свет;20;9600
2026-W36;P034;B011;Летние письма;21;10500
2026-W36;P034;B012;Семейный альбом;22;11440
2026-W36;P034;B013;Научный поиск;23;12420
2026-W36;P034;B014;Большое путешествие;19;10640
2026-W36;P034;B015;Сила привычки;20;11600
2026-W36;P034;B016;Язык чисел;21;12600
2026-W36;P034;B017;Время читать;22;13640
2026-W36;P034;B018;Открытая дверь;23;14720
2026-W36;P034;B019;Дальний берег;19;12540
2026-W36;P034;B020;Карта мира;20;13600
2026-W36;P034;B021;Садовые истории;21;14700
2026-W36;P034;B022;Точка отсчёта;22;15840
2026-W36;P034;B023;Музыка дождя;23;17020
2026-W36;P034;B024;Книга открытий;19;14440
2026-W36;P035;B001;Тихий сад;20;6000
2026-W36;P035;B002;Северный экспресс;21;6720
2026-W36;P035;B003;Дом у маяка;22;7480
2026-W36;P035;B004;Игры разума;23;8280
2026-W36;P035;B005;Шёпот времени;19;7220
2026-W36;P035;B006;Дорога домой;20;8000
2026-W36;P035;B007;Новый горизонт;21;8820
2026-W36;P035;B008;История города;22;9680
2026-W36;P035;B009;Морской ветер;23;10580
2026-W36;P035;B010;Зимний свет;19;9120
2026-W36;P035;B011;Летние письма;20;10000
2026-W36;P035;B012;Семейный альбом;21;10920
2026-W36;P035;B013;Научный поиск;22;11880
2026-W36;P035;B014;Большое путешествие;23;12880
2026-W36;P035;B015;Сила привычки;19;11020
2026-W36;P035;B016;Язык чисел;20;12000
2026-W36;P035;B017;Время читать;21;13020
2026-W36;P035;B018;Открытая дверь;22;14080
2026-W36;P035;B019;Дальний берег;23;15180
2026-W36;P035;B020;Карта мира;19;12920
2026-W36;P035;B021;Садовые истории;20;14000
2026-W36;P035;B022;Точка отсчёта;21;15120
2026-W36;P035;B023;Музыка дождя;22;16280
2026-W36;P035;B024;Книга открытий;23;17480
2026-W36;P036;B001;Тихий сад;19;5700
2026-W36;P036;B002;Северный экспресс;20;6400
2026-W36;P036;B003;Дом у маяка;21;7140
2026-W36;P036;B004;Игры разума;22;7920
2026-W36;P036;B005;Шёпот времени;23;8740
2026-W36;P036;B006;Дорога домой;19;7600
2026-W36;P036;B007;Новый горизонт;20;8400
2026-W36;P036;B008;История города;21;9240
2026-W36;P036;B009;Морской ветер;22;10120
2026-W36;P036;B010;Зимний свет;23;11040
2026-W36;P036;B011;Летние письма;19;9500
2026-W36;P036;B012;Семейный альбом;20;10400
2026-W36;P036;B013;Научный поиск;21;11340
2026-W36;P036;B014;Большое путешествие;22;12320
2026-W36;P036;B015;Сила привычки;23;13340
2026-W36;P036;B016;Язык чисел;19;11400
2026-W36;P036;B017;Время читать;20;12400
2026-W36;P036;B018;Открытая дверь;21;13440
2026-W36;P036;B019;Дальний берег;22;14520
2026-W36;P036;B020;Карта мира;23;15640
2026-W36;P036;B021;Садовые истории;19;13300
2026-W36;P036;B022;Точка отсчёта;20;14400
2026-W36;P036;B023;Музыка дождя;21;15540
2026-W36;P036;B024;Книга открытий;22;16720
2026-W36;P037;B001;Тихий сад;23;6900
2026-W36;P037;B002;Северный экспресс;19;6080
2026-W36;P037;B003;Дом у маяка;20;6800
2026-W36;P037;B004;Игры разума;21;7560
2026-W36;P037;B005;Шёпот времени;22;8360
2026-W36;P037;B006;Дорога домой;23;9200
2026-W36;P037;B007;Новый горизонт;19;7980
2026-W36;P037;B008;История города;20;8800
2026-W36;P037;B009;Морской ветер;21;9660
2026-W36;P037;B010;Зимний свет;22;10560
2026-W36;P037;B011;Летние письма;23;11500
2026-W36;P037;B012;Семейный альбом;19;9880
2026-W36;P037;B013;Научный поиск;20;10800
2026-W36;P037;B014;Большое путешествие;21;11760
2026-W36;P037;B015;Сила привычки;22;12760
2026-W36;P037;B016;Язык чисел;23;13800
2026-W36;P037;B017;Время читать;19;11780
2026-W36;P037;B018;Открытая дверь;20;12800
2026-W36;P037;B019;Дальний берег;21;13860
2026-W36;P037;B020;Карта мира;22;14960
2026-W36;P037;B021;Садовые истории;23;16100
2026-W36;P037;B022;Точка отсчёта;19;13680
2026-W36;P037;B023;Музыка дождя;20;14800
2026-W36;P037;B024;Книга открытий;21;15960
2026-W36;P038;B001;Тихий сад;22;6600
2026-W36;P038;B002;Северный экспресс;23;7360
2026-W36;P038;B003;Дом у маяка;19;6460
2026-W36;P038;B004;Игры разума;20;7200
2026-W36;P038;B005;Шёпот времени;21;7980
2026-W36;P038;B006;Дорога домой;22;8800
2026-W36;P038;B007;Новый горизонт;23;9660
2026-W36;P038;B008;История города;19;8360
2026-W36;P038;B009;Морской ветер;20;9200
2026-W36;P038;B010;Зимний свет;21;10080
2026-W36;P038;B011;Летние письма;22;11000
2026-W36;P038;B012;Семейный альбом;23;11960
2026-W36;P038;B013;Научный поиск;19;10260
2026-W36;P038;B014;Большое путешествие;20;11200
2026-W36;P038;B015;Сила привычки;21;12180
2026-W36;P038;B016;Язык чисел;22;13200
2026-W36;P038;B017;Время читать;23;14260
2026-W36;P038;B018;Открытая дверь;19;12160
2026-W36;P038;B019;Дальний берег;20;13200
2026-W36;P038;B020;Карта мира;21;14280
2026-W36;P038;B021;Садовые истории;22;15400
2026-W36;P038;B022;Точка отсчёта;23;16560
2026-W36;P038;B023;Музыка дождя;19;14060
2026-W36;P038;B024;Книга открытий;20;15200
2026-W36;P039;B001;Тихий сад;21;6300
2026-W36;P039;B002;Северный экспресс;22;7040
2026-W36;P039;B003;Дом у маяка;23;7820
2026-W36;P039;B004;Игры разума;19;6840
2026-W36;P039;B005;Шёпот времени;20;7600
2026-W36;P039;B006;Дорога домой;21;8400
2026-W36;P039;B007;Новый горизонт;22;9240
2026-W36;P039;B008;История города;23;10120
2026-W36;P039;B009;Морской ветер;19;8740
2026-W36;P039;B010;Зимний свет;20;9600
2026-W36;P039;B011;Летние письма;21;10500
2026-W36;P039;B012;Семейный альбом;22;11440
2026-W36;P039;B013;Научный поиск;23;12420
2026-W36;P039;B014;Большое путешествие;19;10640
2026-W36;P039;B015;Сила привычки;20;11600
2026-W36;P039;B016;Язык чисел;21;12600
2026-W36;P039;B017;Время читать;22;13640
2026-W36;P039;B018;Открытая дверь;23;14720
2026-W36;P039;B019;Дальний берег;19;12540
2026-W36;P039;B020;Карта мира;20;13600
2026-W36;P039;B021;Садовые истории;21;14700
2026-W36;P039;B022;Точка отсчёта;22;15840
2026-W36;P039;B023;Музыка дождя;23;17020
2026-W36;P039;B024;Книга открытий;19;14440
2026-W36;P040;B001;Тихий сад;20;6000
2026-W36;P040;B002;Северный экспресс;21;6720
2026-W36;P040;B003;Дом у маяка;22;7480
2026-W36;P040;B004;Игры разума;23;8280
2026-W36;P040;B005;Шёпот времени;19;7220
2026-W36;P040;B006;Дорога домой;20;8000
2026-W36;P040;B007;Новый горизонт;21;8820
2026-W36;P040;B008;История города;22;9680
2026-W36;P040;B009;Морской ветер;23;10580
2026-W36;P040;B010;Зимний свет;19;9120
2026-W36;P040;B011;Летние письма;20;10000
2026-W36;P040;B012;Семейный альбом;21;10920
2026-W36;P040;B013;Научный поиск;22;11880
2026-W36;P040;B014;Большое путешествие;23;12880
2026-W36;P040;B015;Сила привычки;19;11020
2026-W36;P040;B016;Язык чисел;20;12000
2026-W36;P040;B017;Время читать;21;13020
2026-W36;P040;B018;Открытая дверь;22;14080
2026-W36;P040;B019;Дальний берег;23;15180
2026-W36;P040;B020;Карта мира;19;12920
2026-W36;P040;B021;Садовые истории;20;14000
2026-W36;P040;B022;Точка отсчёта;21;15120
2026-W36;P040;B023;Музыка дождя;22;16280
2026-W36;P040;B024;Книга открытий;23;17480
2026-W36;P041;B001;Тихий сад;19;5700
2026-W36;P041;B002;Северный экспресс;20;6400
2026-W36;P041;B003;Дом у маяка;21;7140
2026-W36;P041;B004;Игры разума;22;7920
2026-W36;P041;B005;Шёпот времени;23;8740
2026-W36;P041;B006;Дорога домой;19;7600
2026-W36;P041;B007;Новый горизонт;20;8400
2026-W36;P041;B008;История города;21;9240
2026-W36;P041;B009;Морской ветер;22;10120
2026-W36;P041;B010;Зимний свет;23;11040
2026-W36;P041;B011;Летние письма;19;9500
2026-W36;P041;B012;Семейный альбом;20;10400
2026-W36;P041;B013;Научный поиск;21;11340
2026-W36;P041;B014;Большое путешествие;22;12320
2026-W36;P041;B015;Сила привычки;23;13340
2026-W36;P041;B016;Язык чисел;19;11400
2026-W36;P041;B017;Время читать;20;12400
2026-W36;P041;B018;Открытая дверь;21;13440
2026-W36;P041;B019;Дальний берег;22;14520
2026-W36;P041;B020;Карта мира;23;15640
2026-W36;P041;B021;Садовые истории;19;13300
2026-W36;P041;B022;Точка отсчёта;20;14400
2026-W36;P041;B023;Музыка дождя;21;15540
2026-W36;P041;B024;Книга открытий;22;16720
2026-W36;P042;B001;Тихий сад;23;6900
2026-W36;P042;B002;Северный экспресс;19;6080
2026-W36;P042;B003;Дом у маяка;20;6800
2026-W36;P042;B004;Игры разума;21;7560
2026-W36;P042;B005;Шёпот времени;22;8360
2026-W36;P042;B006;Дорога домой;23;9200
2026-W36;P042;B007;Новый горизонт;19;7980
2026-W36;P042;B008;История города;20;8800
2026-W36;P042;B009;Морской ветер;21;9660
2026-W36;P042;B010;Зимний свет;22;10560
2026-W36;P042;B011;Летние письма;23;11500
2026-W36;P042;B012;Семейный альбом;19;9880
2026-W36;P042;B013;Научный поиск;20;10800
2026-W36;P042;B014;Большое путешествие;21;11760
2026-W36;P042;B015;Сила привычки;22;12760
2026-W36;P042;B016;Язык чисел;23;13800
2026-W36;P042;B017;Время читать;19;11780
2026-W36;P042;B018;Открытая дверь;20;12800
2026-W36;P042;B019;Дальний берег;21;13860
2026-W36;P042;B020;Карта мира;22;14960
2026-W36;P042;B021;Садовые истории;23;16100
2026-W36;P042;B022;Точка отсчёта;19;13680
2026-W36;P042;B023;Музыка дождя;20;14800
2026-W36;P042;B024;Книга открытий;21;15960
2026-W36;P043;B001;Тихий сад;22;6600
2026-W36;P043;B002;Северный экспресс;23;7360
2026-W36;P043;B003;Дом у маяка;19;6460
2026-W36;P043;B004;Игры разума;20;7200
2026-W36;P043;B005;Шёпот времени;21;7980
2026-W36;P043;B006;Дорога домой;22;8800
2026-W36;P043;B007;Новый горизонт;23;9660
2026-W36;P043;B008;История города;19;8360
2026-W36;P043;B009;Морской ветер;20;9200
2026-W36;P043;B010;Зимний свет;21;10080
2026-W36;P043;B011;Летние письма;22;11000
2026-W36;P043;B012;Семейный альбом;23;11960
2026-W36;P043;B013;Научный поиск;19;10260
2026-W36;P043;B014;Большое путешествие;20;11200
2026-W36;P043;B015;Сила привычки;21;12180
2026-W36;P043;B016;Язык чисел;22;13200
2026-W36;P043;B017;Время читать;23;14260
2026-W36;P043;B018;Открытая дверь;19;12160
2026-W36;P043;B019;Дальний берег;20;13200
2026-W36;P043;B020;Карта мира;21;14280
2026-W36;P043;B021;Садовые истории;22;15400
2026-W36;P043;B022;Точка отсчёта;23;16560
2026-W36;P043;B023;Музыка дождя;19;14060
2026-W36;P043;B024;Книга открытий;20;15200
2026-W36;P044;B001;Тихий сад;21;6300
2026-W36;P044;B002;Северный экспресс;22;7040
2026-W36;P044;B003;Дом у маяка;23;7820
2026-W36;P044;B004;Игры разума;19;6840
2026-W36;P044;B005;Шёпот времени;20;7600
2026-W36;P044;B006;Дорога домой;21;8400
2026-W36;P044;B007;Новый горизонт;22;9240
2026-W36;P044;B008;История города;23;10120
2026-W36;P044;B009;Морской ветер;19;8740
2026-W36;P044;B010;Зимний свет;20;9600
2026-W36;P044;B011;Летние письма;21;10500
2026-W36;P044;B012;Семейный альбом;22;11440
2026-W36;P044;B013;Научный поиск;23;12420
2026-W36;P044;B014;Большое путешествие;19;10640
2026-W36;P044;B015;Сила привычки;20;11600
2026-W36;P044;B016;Язык чисел;21;12600
2026-W36;P044;B017;Время читать;22;13640
2026-W36;P044;B018;Открытая дверь;23;14720
2026-W36;P044;B019;Дальний берег;19;12540
2026-W36;P044;B020;Карта мира;20;13600
2026-W36;P044;B021;Садовые истории;21;14700
2026-W36;P044;B022;Точка отсчёта;22;15840
2026-W36;P044;B023;Музыка дождя;23;17020
2026-W36;P044;B024;Книга открытий;19;14440
2026-W36;P045;B001;Тихий сад;20;6000
2026-W36;P045;B002;Северный экспресс;21;6720
2026-W36;P045;B003;Дом у маяка;22;7480
2026-W36;P045;B004;Игры разума;23;8280
2026-W36;P045;B005;Шёпот времени;19;7220
2026-W36;P045;B006;Дорога домой;20;8000
2026-W36;P045;B007;Новый горизонт;21;8820
2026-W36;P045;B008;История города;22;9680
2026-W36;P045;B009;Морской ветер;23;10580
2026-W36;P045;B010;Зимний свет;19;9120
2026-W36;P045;B011;Летние письма;20;10000
2026-W36;P045;B012;Семейный альбом;21;10920
2026-W36;P045;B013;Научный поиск;22;11880
2026-W36;P045;B014;Большое путешествие;23;12880
2026-W36;P045;B015;Сила привычки;19;11020
2026-W36;P045;B016;Язык чисел;20;12000
2026-W36;P045;B017;Время читать;21;13020
2026-W36;P045;B018;Открытая дверь;22;14080
2026-W36;P045;B019;Дальний берег;23;15180
2026-W36;P045;B020;Карта мира;19;12920
2026-W36;P045;B021;Садовые истории;20;14000
2026-W36;P045;B022;Точка отсчёта;21;15120
2026-W36;P045;B023;Музыка дождя;22;16280
2026-W36;P045;B024;Книга открытий;23;17480
2026-W36;P046;B001;Тихий сад;19;5700
2026-W36;P046;B002;Северный экспресс;20;6400
2026-W36;P046;B003;Дом у маяка;21;7140
2026-W36;P046;B004;Игры разума;22;7920
2026-W36;P046;B005;Шёпот времени;23;8740
2026-W36;P046;B006;Дорога домой;19;7600
2026-W36;P046;B007;Новый горизонт;20;8400
2026-W36;P046;B008;История города;21;9240
2026-W36;P046;B009;Морской ветер;22;10120
2026-W36;P046;B010;Зимний свет;23;11040
2026-W36;P046;B011;Летние письма;19;9500
2026-W36;P046;B012;Семейный альбом;20;10400
2026-W36;P046;B013;Научный поиск;21;11340
2026-W36;P046;B014;Большое путешествие;22;12320
2026-W36;P046;B015;Сила привычки;23;13340
2026-W36;P046;B016;Язык чисел;19;11400
2026-W36;P046;B017;Время читать;20;12400
2026-W36;P046;B018;Открытая дверь;21;13440
2026-W36;P046;B019;Дальний берег;22;14520
2026-W36;P046;B020;Карта мира;23;15640
2026-W36;P046;B021;Садовые истории;19;13300
2026-W36;P046;B022;Точка отсчёта;20;14400
2026-W36;P046;B023;Музыка дождя;21;15540
2026-W36;P046;B024;Книга открытий;22;16720
2026-W36;P047;B001;Тихий сад;23;6900
2026-W36;P047;B002;Северный экспресс;19;6080
2026-W36;P047;B003;Дом у маяка;20;6800
2026-W36;P047;B004;Игры разума;21;7560
2026-W36;P047;B005;Шёпот времени;22;8360
2026-W36;P047;B006;Дорога домой;23;9200
2026-W36;P047;B007;Новый горизонт;19;7980
2026-W36;P047;B008;История города;20;8800
2026-W36;P047;B009;Морской ветер;21;9660
2026-W36;P047;B010;Зимний свет;22;10560
2026-W36;P047;B011;Летние письма;23;11500
2026-W36;P047;B012;Семейный альбом;19;9880
2026-W36;P047;B013;Научный поиск;20;10800
2026-W36;P047;B014;Большое путешествие;21;11760
2026-W36;P047;B015;Сила привычки;22;12760
2026-W36;P047;B016;Язык чисел;23;13800
2026-W36;P047;B017;Время читать;19;11780
2026-W36;P047;B018;Открытая дверь;20;12800
2026-W36;P047;B019;Дальний берег;21;13860
2026-W36;P047;B020;Карта мира;22;14960
2026-W36;P047;B021;Садовые истории;23;16100
2026-W36;P047;B022;Точка отсчёта;19;13680
2026-W36;P047;B023;Музыка дождя;20;14800
2026-W36;P047;B024;Книга открытий;21;15960
2026-W36;P048;B001;Тихий сад;22;6600
2026-W36;P048;B002;Северный экспресс;23;7360
2026-W36;P048;B003;Дом у маяка;19;6460
2026-W36;P048;B004;Игры разума;20;7200
2026-W36;P048;B005;Шёпот времени;21;7980
2026-W36;P048;B006;Дорога домой;22;8800
2026-W36;P048;B007;Новый горизонт;23;9660
2026-W36;P048;B008;История города;19;8360
2026-W36;P048;B009;Морской ветер;20;9200
2026-W36;P048;B010;Зимний свет;21;10080
2026-W36;P048;B011;Летние письма;22;11000
2026-W36;P048;B012;Семейный альбом;23;11960
2026-W36;P048;B013;Научный поиск;19;10260
2026-W36;P048;B014;Большое путешествие;20;11200
2026-W36;P048;B015;Сила привычки;21;12180
2026-W36;P048;B016;Язык чисел;22;13200
2026-W36;P048;B017;Время читать;23;14260
2026-W36;P048;B018;Открытая дверь;19;12160
2026-W36;P048;B019;Дальний берег;20;13200
2026-W36;P048;B020;Карта мира;21;14280
2026-W36;P048;B021;Садовые истории;22;15400
2026-W36;P048;B022;Точка отсчёта;23;16560
2026-W36;P048;B023;Музыка дождя;19;14060
2026-W36;P048;B024;Книга открытий;20;15200
2026-W36;P049;B001;Тихий сад;21;6300
2026-W36;P049;B002;Северный экспресс;22;7040
2026-W36;P049;B003;Дом у маяка;23;7820
2026-W36;P049;B004;Игры разума;19;6840
2026-W36;P049;B005;Шёпот времени;20;7600
