ShipmentWeek;ReturnWeek;ReturnPointCode;BookID;Units;ReturnAmount;Reason
2026-W36;2026-W37;WH726;B021;3;2100;Полиграфический брак
2026-W36;2026-W37;WH727;B002;7;2240;Полиграфический брак
2026-W36;2026-W37;WH727;B007;3;1260;Полиграфический брак
2026-W36;2026-W37;WH727;B012;3;1560;Полиграфический брак
2026-W36;2026-W37;WH727;B017;3;1860;Полиграфический брак
2026-W36;2026-W37;WH727;B022;3;2160;Полиграфический брак
2026-W36;2026-W37;WH728;B003;7;2380;Полиграфический брак
2026-W36;2026-W37;WH728;B008;3;1320;Полиграфический брак
2026-W36;2026-W37;WH728;B013;3;1620;Полиграфический брак
2026-W36;2026-W37;WH728;B018;3;1920;Полиграфический брак
2026-W36;2026-W37;WH728;B023;3;2220;Полиграфический брак
2026-W36;2026-W37;WH729;B004;3;1080;Полиграфический брак
2026-W36;2026-W37;WH729;B009;3;1380;Полиграфический брак
2026-W36;2026-W37;WH729;B014;3;1680;Полиграфический брак
2026-W36;2026-W37;WH729;B019;3;1980;Полиграфический брак
2026-W36;2026-W37;WH729;B024;3;2280;Полиграфический брак
2026-W36;2026-W37;WH730;B005;3;1140;Полиграфический брак
2026-W36;2026-W37;WH730;B010;3;1440;Полиграфический брак
2026-W36;2026-W37;WH730;B015;3;1740;Полиграфический брак
2026-W36;2026-W37;WH730;B020;3;2040;Полиграфический брак
2026-W36;2026-W37;WH731;B001;7;2100;Повреждение
2026-W36;2026-W37;WH731;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH731;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH731;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH731;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH732;B002;7;2240;Повреждение
2026-W36;2026-W37;WH732;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH732;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH732;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH732;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH733;B003;7;2380;Повреждение
2026-W36;2026-W37;WH733;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH733;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH733;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH733;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH734;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH734;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH734;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH734;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH734;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH735;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH735;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH735;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH735;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH736;B001;7;2100;Повреждение
2026-W36;2026-W37;WH736;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH736;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH736;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH736;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH737;B002;7;2240;Повреждение
2026-W36;2026-W37;WH737;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH737;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH737;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH737;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH738;B003;7;2380;Повреждение
2026-W36;2026-W37;WH738;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH738;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH738;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH738;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH739;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH739;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH739;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH739;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH739;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH740;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH740;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH740;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH740;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH741;B001;7;2100;Повреждение
2026-W36;2026-W37;WH741;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH741;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH741;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH741;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH742;B002;7;2240;Повреждение
2026-W36;2026-W37;WH742;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH742;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH742;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH742;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH743;B003;7;2380;Повреждение
2026-W36;2026-W37;WH743;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH743;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH743;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH743;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH744;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH744;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH744;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH744;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH744;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH745;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH745;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH745;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH745;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH746;B001;7;2100;Повреждение
2026-W36;2026-W37;WH746;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH746;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH746;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH746;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH747;B002;7;2240;Повреждение
2026-W36;2026-W37;WH747;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH747;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH747;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH747;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH748;B003;7;2380;Повреждение
2026-W36;2026-W37;WH748;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH748;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH748;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH748;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH749;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH749;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH749;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH749;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH749;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH750;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH750;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH750;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH750;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH751;B001;7;2100;Повреждение
2026-W36;2026-W37;WH751;B006;3;1200;Отказ покупателя
2026-W36;2026-W37;WH751;B011;3;1500;Отказ покупателя
2026-W36;2026-W37;WH751;B016;3;1800;Отказ покупателя
2026-W36;2026-W37;WH751;B021;3;2100;Отказ покупателя
2026-W36;2026-W37;WH752;B002;7;2240;Повреждение
2026-W36;2026-W37;WH752;B007;3;1260;Отказ покупателя
2026-W36;2026-W37;WH752;B012;3;1560;Отказ покупателя
2026-W36;2026-W37;WH752;B017;3;1860;Отказ покупателя
2026-W36;2026-W37;WH752;B022;3;2160;Отказ покупателя
2026-W36;2026-W37;WH753;B003;7;2380;Повреждение
2026-W36;2026-W37;WH753;B008;3;1320;Отказ покупателя
2026-W36;2026-W37;WH753;B013;3;1620;Отказ покупателя
2026-W36;2026-W37;WH753;B018;3;1920;Отказ покупателя
2026-W36;2026-W37;WH753;B023;3;2220;Отказ покупателя
2026-W36;2026-W37;WH754;B004;3;1080;Отказ покупателя
2026-W36;2026-W37;WH754;B009;3;1380;Отказ покупателя
2026-W36;2026-W37;WH754;B014;3;1680;Отказ покупателя
2026-W36;2026-W37;WH754;B019;3;1980;Отказ покупателя
2026-W36;2026-W37;WH754;B024;3;2280;Отказ покупателя
2026-W36;2026-W37;WH755;B005;3;1140;Отказ покупателя
2026-W36;2026-W37;WH755;B010;3;1440;Отказ покупателя
2026-W36;2026-W37;WH755;B015;3;1740;Отказ покупателя
2026-W36;2026-W37;WH755;B020;3;2040;Отказ покупателя
2026-W36;2026-W37;WH756;B001;7;2100;Ошибка комплектации
2026-W36;2026-W37;WH756;B006;3;1200;Отказ покупателя
2026-W36;2026-W37;WH756;B011;3;1500;Отказ покупателя
2026-W36;2026-W37;WH756;B016;3;1800;Отказ покупателя
2026-W36;2026-W37;WH756;B021;3;2100;Отказ покупателя
2026-W36;2026-W37;WH757;B002;7;2240;Ошибка комплектации
2026-W36;2026-W37;WH757;B007;3;1260;Отказ покупателя
2026-W36;2026-W37;WH757;B012;3;1560;Отказ покупателя
2026-W36;2026-W37;WH757;B017;3;1860;Отказ покупателя
2026-W36;2026-W37;WH757;B022;3;2160;Отказ покупателя
2026-W36;2026-W37;WH758;B003;7;2380;Ошибка комплектации
2026-W36;2026-W37;WH758;B008;3;1320;Отказ покупателя
2026-W36;2026-W37;WH758;B013;3;1620;Отказ покупателя
2026-W36;2026-W37;WH758;B018;3;1920;Отказ покупателя
2026-W36;2026-W37;WH758;B023;3;2220;Отказ покупателя
2026-W36;2026-W37;WH759;B004;3;1080;Отказ покупателя
2026-W36;2026-W37;WH759;B009;3;1380;Отказ покупателя
2026-W36;2026-W37;WH759;B014;3;1680;Отказ покупателя
2026-W36;2026-W37;WH759;B019;3;1980;Отказ покупателя
2026-W36;2026-W37;WH759;B024;3;2280;Отказ покупателя
2026-W36;2026-W37;WH760;B005;3;1140;Отказ покупателя
2026-W36;2026-W37;WH760;B010;3;1440;Отказ покупателя
2026-W36;2026-W37;WH760;B015;3;1740;Отказ покупателя
2026-W36;2026-W37;WH760;B020;3;2040;Отказ покупателя
2026-W36;2026-W37;WH701;B001;7;2100;Отказ покупателя
2026-W36;2026-W37;WH701;B006;3;1200;Повреждение
2026-W36;2026-W37;WH701;B011;3;1500;Повреждение
2026-W36;2026-W37;WH701;B016;3;1800;Повреждение
2026-W36;2026-W37;WH701;B021;3;2100;Повреждение
2026-W36;2026-W37;WH702;B002;7;2240;Отказ покупателя
2026-W36;2026-W37;WH702;B007;3;1260;Повреждение
2026-W36;2026-W37;WH702;B012;3;1560;Повреждение
2026-W36;2026-W37;WH702;B017;3;1860;Повреждение
2026-W36;2026-W37;WH702;B022;3;2160;Повреждение
2026-W36;2026-W37;WH703;B003;7;2380;Отказ покупателя
2026-W36;2026-W37;WH703;B008;3;1320;Повреждение
2026-W36;2026-W37;WH703;B013;3;1620;Повреждение
2026-W36;2026-W37;WH703;B018;3;1920;Повреждение
2026-W36;2026-W37;WH703;B023;3;2220;Повреждение
2026-W36;2026-W37;WH704;B004;3;1080;Повреждение
2026-W36;2026-W37;WH704;B009;3;1380;Повреждение
2026-W36;2026-W37;WH704;B014;3;1680;Повреждение
2026-W36;2026-W37;WH704;B019;3;1980;Повреждение
2026-W36;2026-W37;WH704;B024;3;2280;Повреждение
2026-W36;2026-W37;WH705;B005;3;1140;Повреждение
2026-W36;2026-W37;WH705;B010;3;1440;Повреждение
2026-W36;2026-W37;WH705;B015;3;1740;Повреждение
2026-W36;2026-W37;WH705;B020;3;2040;Повреждение
2026-W36;2026-W37;WH706;B001;7;2100;Излишек запаса
2026-W36;2026-W37;WH706;B006;3;1200;Ошибка комплектации
2026-W36;2026-W37;WH706;B011;3;1500;Ошибка комплектации
2026-W36;2026-W37;WH706;B016;3;1800;Ошибка комплектации
2026-W36;2026-W37;WH706;B021;3;2100;Ошибка комплектации
2026-W36;2026-W37;WH707;B002;7;2240;Излишек запаса
2026-W36;2026-W37;WH707;B007;3;1260;Ошибка комплектации
2026-W36;2026-W37;WH707;B012;3;1560;Ошибка комплектации
2026-W36;2026-W37;WH707;B017;3;1860;Ошибка комплектации
2026-W36;2026-W37;WH707;B022;3;2160;Ошибка комплектации
2026-W36;2026-W37;WH708;B003;7;2380;Излишек запаса
2026-W36;2026-W37;WH708;B008;3;1320;Ошибка комплектации
2026-W36;2026-W37;WH708;B013;3;1620;Ошибка комплектации
2026-W36;2026-W37;WH708;B018;3;1920;Ошибка комплектации
2026-W36;2026-W37;WH708;B023;3;2220;Ошибка комплектации
2026-W36;2026-W37;WH709;B004;3;1080;Ошибка комплектации
2026-W36;2026-W37;WH709;B009;3;1380;Ошибка комплектации
2026-W36;2026-W37;WH709;B014;3;1680;Ошибка комплектации
2026-W36;2026-W37;WH709;B019;3;1980;Ошибка комплектации
2026-W36;2026-W37;WH709;B024;3;2280;Ошибка комплектации
2026-W36;2026-W37;WH710;B005;3;1140;Ошибка комплектации
2026-W36;2026-W37;WH710;B010;3;1440;Ошибка комплектации
2026-W36;2026-W37;WH710;B015;3;1740;Ошибка комплектации
2026-W36;2026-W37;WH710;B020;3;2040;Ошибка комплектации
2026-W36;2026-W37;WH711;B001;7;2100;Излишек запаса
2026-W36;2026-W37;WH711;B006;3;1200;Полиграфический брак
2026-W36;2026-W37;WH711;B011;3;1500;Полиграфический брак
2026-W36;2026-W37;WH711;B016;3;1800;Полиграфический брак
2026-W36;2026-W37;WH711;B021;3;2100;Полиграфический брак
2026-W36;2026-W37;WH712;B002;7;2240;Излишек запаса
2026-W36;2026-W37;WH712;B007;3;1260;Полиграфический брак
2026-W36;2026-W37;WH712;B012;3;1560;Полиграфический брак
2026-W36;2026-W37;WH712;B017;3;1860;Полиграфический брак
2026-W36;2026-W37;WH712;B022;3;2160;Полиграфический брак
2026-W36;2026-W37;WH713;B003;7;2380;Излишек запаса
2026-W36;2026-W37;WH713;B008;3;1320;Полиграфический брак
2026-W36;2026-W37;WH713;B013;3;1620;Полиграфический брак
2026-W36;2026-W37;WH713;B018;3;1920;Полиграфический брак
2026-W36;2026-W37;WH713;B023;3;2220;Полиграфический брак
2026-W36;2026-W37;WH714;B004;3;1080;Полиграфический брак
2026-W36;2026-W37;WH714;B009;3;1380;Полиграфический брак
2026-W36;2026-W37;WH714;B014;3;1680;Полиграфический брак
2026-W36;2026-W37;WH714;B019;3;1980;Полиграфический брак
2026-W36;2026-W37;WH714;B024;3;2280;Полиграфический брак
2026-W36;2026-W37;WH715;B005;3;1140;Полиграфический брак
2026-W36;2026-W37;WH715;B010;3;1440;Полиграфический брак
2026-W36;2026-W37;WH715;B015;3;1740;Полиграфический брак
2026-W36;2026-W37;WH715;B020;3;2040;Полиграфический брак
2026-W36;2026-W37;WH716;B001;7;2100;Полиграфический брак
2026-W36;2026-W37;WH716;B006;3;1200;Полиграфический брак
2026-W36;2026-W37;WH716;B011;3;1500;Полиграфический брак
2026-W36;2026-W37;WH716;B016;3;1800;Полиграфический брак
2026-W36;2026-W37;WH716;B021;3;2100;Полиграфический брак
2026-W36;2026-W37;WH717;B002;7;2240;Полиграфический брак
2026-W36;2026-W37;WH717;B007;3;1260;Полиграфический брак
2026-W36;2026-W37;WH717;B012;3;1560;Полиграфический брак
2026-W36;2026-W37;WH717;B017;3;1860;Полиграфический брак
2026-W36;2026-W37;WH717;B022;3;2160;Полиграфический брак
2026-W36;2026-W37;WH718;B003;7;2380;Полиграфический брак
2026-W36;2026-W37;WH718;B008;3;1320;Полиграфический брак
2026-W36;2026-W37;WH718;B013;3;1620;Полиграфический брак
2026-W36;2026-W37;WH718;B018;3;1920;Полиграфический брак
2026-W36;2026-W37;WH718;B023;3;2220;Полиграфический брак
2026-W36;2026-W37;WH719;B004;3;1080;Полиграфический брак
2026-W36;2026-W37;WH719;B009;3;1380;Полиграфический брак
2026-W36;2026-W37;WH719;B014;3;1680;Полиграфический брак
2026-W36;2026-W37;WH719;B019;3;1980;Полиграфический брак
2026-W36;2026-W37;WH719;B024;3;2280;Полиграфический брак
2026-W36;2026-W37;WH720;B005;3;1140;Полиграфический брак
2026-W36;2026-W37;WH720;B010;3;1440;Полиграфический брак
2026-W36;2026-W37;WH720;B015;3;1740;Полиграфический брак
2026-W36;2026-W37;WH720;B020;3;2040;Полиграфический брак
2026-W36;2026-W37;WH721;B001;7;2100;Повреждение
2026-W36;2026-W37;WH721;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH721;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH721;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH721;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH722;B002;7;2240;Повреждение
2026-W36;2026-W37;WH722;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH722;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH722;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH722;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH723;B003;7;2380;Повреждение
2026-W36;2026-W37;WH723;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH723;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH723;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH723;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH724;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH724;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH724;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH724;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH724;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH725;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH725;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH725;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH725;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH726;B001;7;2100;Повреждение
2026-W36;2026-W37;WH726;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH726;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH726;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH726;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH727;B002;7;2240;Повреждение
2026-W36;2026-W37;WH727;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH727;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH727;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH727;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH728;B003;7;2380;Повреждение
2026-W36;2026-W37;WH728;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH728;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH728;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH728;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH729;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH729;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH729;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH729;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH729;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH730;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH730;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH730;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH730;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH731;B001;7;2100;Повреждение
2026-W36;2026-W37;WH731;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH731;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH731;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH731;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH732;B002;7;2240;Повреждение
2026-W36;2026-W37;WH732;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH732;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH732;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH732;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH733;B003;7;2380;Повреждение
2026-W36;2026-W37;WH733;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH733;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH733;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH733;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH734;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH734;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH734;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH734;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH734;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH735;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH735;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH735;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH735;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH736;B001;7;2100;Повреждение
2026-W36;2026-W37;WH736;B006;3;1200;Излишек запаса
2026-W36;2026-W37;WH736;B011;3;1500;Излишек запаса
2026-W36;2026-W37;WH736;B016;3;1800;Излишек запаса
2026-W36;2026-W37;WH736;B021;3;2100;Излишек запаса
2026-W36;2026-W37;WH737;B002;7;2240;Повреждение
2026-W36;2026-W37;WH737;B007;3;1260;Излишек запаса
2026-W36;2026-W37;WH737;B012;3;1560;Излишек запаса
2026-W36;2026-W37;WH737;B017;3;1860;Излишек запаса
2026-W36;2026-W37;WH737;B022;3;2160;Излишек запаса
2026-W36;2026-W37;WH738;B003;7;2380;Повреждение
2026-W36;2026-W37;WH738;B008;3;1320;Излишек запаса
2026-W36;2026-W37;WH738;B013;3;1620;Излишек запаса
2026-W36;2026-W37;WH738;B018;3;1920;Излишек запаса
2026-W36;2026-W37;WH738;B023;3;2220;Излишек запаса
2026-W36;2026-W37;WH739;B004;3;1080;Излишек запаса
2026-W36;2026-W37;WH739;B009;3;1380;Излишек запаса
2026-W36;2026-W37;WH739;B014;3;1680;Излишек запаса
2026-W36;2026-W37;WH739;B019;3;1980;Излишек запаса
2026-W36;2026-W37;WH739;B024;3;2280;Излишек запаса
2026-W36;2026-W37;WH740;B005;3;1140;Излишек запаса
2026-W36;2026-W37;WH740;B010;3;1440;Излишек запаса
2026-W36;2026-W37;WH740;B015;3;1740;Излишек запаса
2026-W36;2026-W37;WH740;B020;3;2040;Излишек запаса
2026-W36;2026-W37;WH741;B001;7;2100;Повреждение
2026-W36;2026-W37;WH741;B006;3;1200;Отказ покупателя
2026-W36;2026-W37;WH741;B011;3;1500;Отказ покупателя
2026-W36;2026-W37;WH741;B016;3;1800;Отказ покупателя
2026-W36;2026-W37;WH741;B021;3;2100;Отказ покупателя
2026-W36;2026-W37;WH742;B002;7;2240;Повреждение
2026-W36;2026-W37;WH742;B007;3;1260;Отказ покупателя
2026-W36;2026-W37;WH742;B012;3;1560;Отказ покупателя
2026-W36;2026-W37;WH742;B017;3;1860;Отказ покупателя
2026-W36;2026-W37;WH742;B022;3;2160;Отказ покупателя
2026-W36;2026-W37;WH743;B003;7;2380;Повреждение
2026-W36;2026-W37;WH743;B008;3;1320;Отказ покупателя
2026-W36;2026-W37;WH743;B013;3;1620;Отказ покупателя
2026-W36;2026-W37;WH743;B018;3;1920;Отказ покупателя
2026-W36;2026-W37;WH743;B023;3;2220;Отказ покупателя
2026-W36;2026-W37;WH744;B004;3;1080;Отказ покупателя
2026-W36;2026-W37;WH744;B009;3;1380;Отказ покупателя
2026-W36;2026-W37;WH744;B014;3;1680;Отказ покупателя
2026-W36;2026-W37;WH744;B019;3;1980;Отказ покупателя
2026-W36;2026-W37;WH744;B024;3;2280;Отказ покупателя
2026-W36;2026-W37;WH745;B005;3;1140;Отказ покупателя
2026-W36;2026-W37;WH745;B010;3;1440;Отказ покупателя
2026-W36;2026-W37;WH745;B015;3;1740;Отказ покупателя
2026-W36;2026-W37;WH745;B020;3;2040;Отказ покупателя
2026-W36;2026-W37;WH746;B001;7;2100;Ошибка комплектации
2026-W36;2026-W37;WH746;B006;3;1200;Отказ покупателя
2026-W36;2026-W37;WH746;B011;3;1500;Отказ покупателя
2026-W36;2026-W37;WH746;B016;3;1800;Отказ покупателя
2026-W36;2026-W37;WH746;B021;3;2100;Отказ покупателя
2026-W36;2026-W37;WH747;B002;7;2240;Ошибка комплектации
2026-W36;2026-W37;WH747;B007;3;1260;Отказ покупателя
2026-W36;2026-W37;WH747;B012;3;1560;Отказ покупателя
2026-W36;2026-W37;WH747;B017;3;1860;Отказ покупателя
2026-W36;2026-W37;WH747;B022;3;2160;Отказ покупателя
2026-W36;2026-W37;WH748;B003;7;2380;Ошибка комплектации
2026-W36;2026-W37;WH748;B008;3;1320;Отказ покупателя
2026-W36;2026-W37;WH748;B013;3;1620;Отказ покупателя
2026-W36;2026-W37;WH748;B018;3;1920;Отказ покупателя
2026-W36;2026-W37;WH748;B023;3;2220;Отказ покупателя
2026-W36;2026-W37;WH749;B004;3;1080;Отказ покупателя
2026-W36;2026-W37;WH749;B009;3;1380;Отказ покупателя
2026-W36;2026-W37;WH749;B014;3;1680;Отказ покупателя
2026-W36;2026-W37;WH749;B019;3;1980;Отказ покупателя
2026-W36;2026-W37;WH749;B024;3;2280;Отказ покупателя
2026-W36;2026-W37;WH750;B005;3;1140;Отказ покупателя
2026-W36;2026-W37;WH750;B010;3;1440;Отказ покупателя
2026-W36;2026-W37;WH750;B015;3;1740;Отказ покупателя
2026-W36;2026-W37;WH750;B020;3;2040;Отказ покупателя
2026-W36;2026-W37;WH751;B001;7;2100;Отказ покупателя
2026-W36;2026-W37;WH751;B006;3;1200;Повреждение
2026-W36;2026-W37;WH751;B011;3;1500;Повреждение
2026-W36;2026-W37;WH751;B016;3;1800;Повреждение
2026-W36;2026-W37;WH751;B021;3;2100;Повреждение
2026-W36;2026-W37;WH752;B002;7;2240;Отказ покупателя
2026-W36;2026-W37;WH752;B007;3;1260;Повреждение
2026-W36;2026-W37;WH752;B012;3;1560;Повреждение
2026-W36;2026-W37;WH752;B017;3;1860;Повреждение
2026-W36;2026-W37;WH752;B022;3;2160;Повреждение
2026-W36;2026-W37;WH753;B003;7;2380;Отказ покупателя
2026-W36;2026-W37;WH753;B008;3;1320;Повреждение
2026-W36;2026-W37;WH753;B013;3;1620;Повреждение
2026-W36;2026-W37;WH753;B018;3;1920;Повреждение
2026-W36;2026-W37;WH753;B023;3;2220;Повреждение
2026-W36;2026-W37;WH754;B004;3;1080;Повреждение
2026-W36;2026-W37;WH754;B009;3;1380;Повреждение
2026-W36;2026-W37;WH754;B014;3;1680;Повреждение
2026-W36;2026-W37;WH754;B019;3;1980;Повреждение
2026-W36;2026-W37;WH754;B024;3;2280;Повреждение
2026-W36;2026-W37;WH755;B005;3;1140;Повреждение
2026-W36;2026-W37;WH755;B010;3;1440;Повреждение
2026-W36;2026-W37;WH755;B015;3;1740;Повреждение
2026-W36;2026-W37;WH755;B020;3;2040;Повреждение
2026-W36;2026-W37;WH756;B001;7;2100;Излишек запаса
2026-W36;2026-W37;WH756;B006;3;1200;Ошибка комплектации
2026-W36;2026-W37;WH756;B011;3;1500;Ошибка комплектации
2026-W36;2026-W37;WH756;B016;3;1800;Ошибка комплектации
2026-W36;2026-W37;WH756;B021;3;2100;Ошибка комплектации
